航	1131		10	85	0.01281%	604727	91.15%	24	5.84%
鮮	1132		17	85	0.01281%	604812	91.16%	55	13.38%
寂	1133		11	84	0.01266%	604896	91.17%	47	11.44%
幻	1134		4	84	0.01266%	604980	91.19%	54	13.14%
抵	1135		8	84	0.01266%	605064	91.20%	58	14.11%
搖	1136		13	84	0.01266%	605148	91.21%	59	14.36%
架	1137		9	84	0.01266%	605232	91.22%	64	15.57%
橋	1138		16	84	0.01266%	605316	91.24%	33	8.03%
舒	1139		12	84	0.01266%	605400	91.25%	56	13.63%
距	1140		12	84	0.01266%	605484	91.26%	47	11.44%
迫	1141		8	84	0.01266%	605568	91.27%	65	15.82%
閒	1142		12	84	0.01266%	605652	91.29%	57	13.87%
隱	1143		16	84	0.01266%	605736	91.30%	59	14.36%
刊	1144		5	83	0.01251%	605819	91.31%	44	10.71%
皆	1145		9	83	0.01251%	605902	91.32%	59	14.36%
罵	1146		15	83	0.01251%	605985	91.34%	46	11.19%
薄	1147		17	83	0.01251%	606068	91.35%	55	13.38%
赤	1148		7	83	0.01251%	606151	91.36%	34	8.27%
雞	1149		18	83	0.01251%	606234	91.37%	33	8.03%
偉	1150		11	82	0.01236%	606316	91.39%	52	12.65%
昇	1151		8	82	0.01236%	606398	91.40%	13	3.16%
曬	1152		23	82	0.01236%	606480	91.41%	16	3.89%
煮	1153		12	82	0.01236%	606562	91.42%	26	6.33%
煩	1154		13	82	0.01236%	606644	91.44%	61	14.84%
琴	1155		12	82	0.01236%	606726	91.45%	23	5.60%
盛	1156		11	82	0.01236%	606808	91.46%	56	13.63%
範	1157		15	82	0.01236%	606890	91.47%	56	13.63%
辛	1158		7	82	0.01236%	606972	91.49%	49	11.92%
遍	1159		12	82	0.01236%	607054	91.50%	64	15.57%
遲	1160		15	82	0.01236%	607136	91.51%	54	13.14%
圓	1161		13	81	0.01221%	607217	91.52%	56	13.63%
悲	1162		12	81	0.01221%	607298	91.53%	58	14.11%
碧	1163		14	81	0.01221%	607379	91.55%	18	4.38%
輝	1164		15	81	0.01221%	607460	91.56%	27	6.57%
遺	1165		15	81	0.01221%	607541	91.57%	58	14.11%
啦	1166		11	80	0.01206%	607621	91.58%	38	9.25%
垃	1167		8	80	0.01206%	607701	91.60%	18	4.38%
游	1168		12	80	0.01206%	607781	91.61%	41	9.98%
茶	1169		10	80	0.01206%	607861	91.62%	45	10.95%
俗	1170		9	79	0.01191%	607940	91.63%	54	13.14%
廳	1171		25	79	0.01191%	608019	91.64%	49	11.92%
桌	1172		10	79	0.01191%	608098	91.66%	35	8.52%
桃	1173		10	79	0.01191%	608177	91.67%	12	2.92%
皇	1174		9	79	0.01191%	608256	91.68%	46	11.19%
粉	1175		10	79	0.01191%	608335	91.69%	47	11.44%
純	1176		10	79	0.01191%	608414	91.70%	53	12.90%
績	1177		17	79	0.01191%	608493	91.71%	47	11.44%
聚	1178		14	79	0.01191%	608572	91.73%	58	14.11%
菲	1179		12	79	0.01191%	608651	91.74%	26	6.33%
裁	1180		12	79	0.01191%	608730	91.75%	51	12.41%
嘗	1181		14	78	0.01176%	608808	91.76%	54	13.14%
巧	1182		5	78	0.01176%	608886	91.77%	51	12.41%
徒	1183		10	78	0.01176%	608964	91.79%	45	10.95%
揚	1184		12	78	0.01176%	609042	91.80%	54	13.14%
材	1185		7	78	0.01176%	609120	91.81%	58	14.11%
泳	1186		8	78	0.01176%	609198	91.82%	18	4.38%
罷	1187		15	78	0.01176%	609276	91.83%	54	13.14%
促	1188		9	77	0.01161%	609353	91.84%	56	13.63%
借	1189		10	77	0.01161%	609430	91.86%	51	12.41%
兌	1190		7	77	0.01161%	609507	91.87%	13	3.16%
博	1191		12	77	0.01161%	609584	91.88%	47	11.44%
圾	1192		7	77	0.01161%	609661	91.89%	18	4.38%
姿	1193		9	77	0.01161%	609738	91.90%	51	12.41%
干	1194		3	77	0.01161%	609815	91.91%	57	13.87%
擴	1195		18	77	0.01161%	609892	91.93%	54	13.14%
救	1196		11	77	0.01161%	609969	91.94%	48	11.68%
涼	1197		11	77	0.01161%	610046	91.95%	49	11.92%
麻	1198		11	77	0.01161%	610123	91.96%	51	12.41%
典	1199		8	76	0.01146%	610199	91.97%	50	12.17%
夾	1200		7	76	0.01146%	610275	91.98%	36	8.76%
潛	1201		15	76	0.01146%	610351	91.99%	45	10.95%
複	1202		14	76	0.01146%	610427	92.01%	54	13.14%
乏	1203		5	75	0.0113%	610502	92.02%	61	14.84%
圳	1204		6	75	0.0113%	610577	92.03%	14	3.41%
巨	1205		5	75	0.0113%	610652	92.04%	55	13.38%
悉	1206		11	75	0.0113%	610727	92.05%	58	14.11%
湖	1207		12	75	0.0113%	610802	92.06%	44	10.71%
灰	1208		6	75	0.0113%	610877	92.07%	46	11.19%
番	1209		12	75	0.0113%	610952	92.09%	57	13.87%
諸	1210		15	75	0.0113%	611027	92.10%	56	13.63%
鵬	1211		19	75	0.0113%	611102	92.11%	21	5.11%
偷	1212		11	74	0.01115%	611176	92.12%	37	9.00%
冬	1213		5	74	0.01115%	611250	92.13%	33	8.03%
嘴	1214		15	74	0.01115%	611324	92.14%	49	11.92%
奧	1215		13	74	0.01115%	611398	92.15%	25	6.08%
彿	1216		8	74	0.01115%	611472	92.16%	47	11.44%
撥	1217		15	74	0.01115%	611546	92.17%	41	9.98%
盾	1218		9	74	0.01115%	611620	92.19%	43	10.46%
碎	1219		13	74	0.01115%	611694	92.20%	43	10.46%
雅	1220		12	74	0.01115%	611768	92.21%	44	10.71%
妹	1221		8	73	0.011%	611841	92.22%	24	5.84%
寄	1222		11	73	0.011%	611914	92.23%	52	12.65%
審	1223		15	73	0.011%	611987	92.24%	31	7.54%
徵	1224		15	73	0.011%	612060	92.25%	49	11.92%
渡	1225		12	73	0.011%	612133	92.26%	50	12.17%
矛	1226		5	73	0.011%	612206	92.27%	43	10.46%
租	1227		10	73	0.011%	612279	92.29%	27	6.57%
封	1228		9	72	0.01085%	612351	92.30%	58	14.11%
扮	1229		7	72	0.01085%	612423	92.31%	47	11.44%
涉	1230		10	72	0.01085%	612495	92.32%	57	13.87%
盟	1231		13	72	0.01085%	612567	92.33%	37	9.00%
鬼	1232		10	72	0.01085%	612639	92.34%	42	10.22%
孔	1233		4	71	0.0107%	612710	92.35%	47	11.44%
屆	1234		8	71	0.0107%	612781	92.36%	46	11.19%
拖	1235		8	71	0.0107%	612852	92.37%	45	10.95%
攝	1236		21	71	0.0107%	612923	92.38%	33	8.03%
昏	1237		8	71	0.0107%	612994	92.39%	44	10.71%
欄	1238		21	71	0.0107%	613065	92.40%	33	8.03%
甜	1239		11	71	0.0107%	613136	92.41%	44	10.71%
蛋	1240		11	71	0.0107%	613207	92.43%	27	6.57%
麥	1241		11	71	0.0107%	613278	92.44%	34	8.27%
君	1242		7	70	0.01055%	613348	92.45%	45	10.95%
憑	1243		16	70	0.01055%	613418	92.46%	49	11.92%
氏	1244		4	70	0.01055%	613488	92.47%	31	7.54%
浮	1245		10	70	0.01055%	613558	92.48%	50	12.17%
混	1246		11	70	0.01055%	613628	92.49%	57	13.87%
狗	1247		8	70	0.01055%	613698	92.50%	21	5.11%
符	1248		11	70	0.01055%	613768	92.51%	59	14.36%
脹	1249		12	70	0.01055%	613838	92.52%	28	6.81%
阻	1250		7	70	0.01055%	613908	92.53%	58	14.11%
頗	1251		14	70	0.01055%	613978	92.54%	58	14.11%
妙	1252		7	69	0.0104%	614047	92.55%	54	13.14%
姑	1253		8	69	0.0104%	614116	92.56%	19	4.62%
幼	1254		5	69	0.0104%	614185	92.57%	45	10.95%
徑	1255		10	69	0.0104%	614254	92.58%	46	11.19%
悠	1256		11	69	0.0104%	614323	92.59%	38	9.25%
憶	1257		16	69	0.0104%	614392	92.60%	46	11.19%
暴	1258		15	69	0.0104%	614461	92.61%	51	12.41%
牆	1259		17	69	0.0104%	614530	92.62%	31	7.54%
疲	1260		10	69	0.0104%	614599	92.64%	50	12.17%
耐	1261		9	69	0.0104%	614668	92.65%	51	12.41%
貿	1262		12	69	0.0104%	614737	92.66%	25	6.08%
趨	1263		17	69	0.0104%	614806	92.67%	56	13.63%
伊	1264		6	68	0.01025%	614874	92.68%	25	6.08%
姻	1265		9	68	0.01025%	614942	92.69%	22	5.35%
孤	1266		8	68	0.01025%	615010	92.70%	48	11.68%
寬	1267		15	68	0.01025%	615078	92.71%	45	10.95%
摸	1268		14	68	0.01025%	615146	92.72%	41	9.98%
旦	1269		5	68	0.01025%	615214	92.73%	48	11.68%
濕	1270		17	68	0.01025%	615282	92.74%	31	7.54%
燒	1271		16	68	0.01025%	615350	92.75%	43	10.46%
袋	1272		11	68	0.01025%	615418	92.76%	46	11.19%
軟	1273		11	68	0.01025%	615486	92.77%	52	12.65%
辯	1274		21	68	0.01025%	615554	92.78%	46	11.19%
兵	1275		7	67	0.0101%	615621	92.79%	43	10.46%
媒	1276		12	67	0.0101%	615688	92.80%	32	7.79%
帝	1277		9	67	0.0101%	615755	92.81%	34	8.27%
幕	1278		14	67	0.0101%	615822	92.82%	49	11.92%
朗	1279		10	67	0.0101%	615889	92.83%	39	9.49%
柱	1280		9	67	0.0101%	615956	92.84%	23	5.60%
污	1281		6	67	0.0101%	616023	92.85%	32	7.79%
漢	1282		14	67	0.0101%	616090	92.86%	45	10.95%
爆	1283		19	67	0.0101%	616157	92.87%	47	11.44%
牠	1284		7	67	0.0101%	616224	92.88%	13	3.16%
飾	1285		13	67	0.0101%	616291	92.89%	38	9.25%
橫	1286		16	66	0.009948%	616357	92.90%	52	12.65%
膽	1287		17	66	0.009948%	616423	92.91%	38	9.25%
諮	1288		16	66	0.009948%	616489	92.92%	26	6.33%
販	1289		11	66	0.009948%	616555	92.93%	17	4.14%
賓	1290		14	66	0.009948%	616621	92.94%	37	9.00%
陷	1291		10	66	0.009948%	616687	92.95%	54	13.14%
准	1292		10	65	0.009797%	616752	92.96%	46	11.19%
啊	1293		11	65	0.009797%	616817	92.97%	40	9.73%
奪	1294		14	65	0.009797%	616882	92.98%	47	11.44%
措	1295		11	65	0.009797%	616947	92.99%	40	9.73%
晶	1296		12	65	0.009797%	617012	93.00%	26	6.33%
柬	1297		9	65	0.009797%	617077	93.01%	3	0.73%
欲	1298		11	65	0.009797%	617142	93.02%	51	12.41%
泛	1299		8	65	0.009797%	617207	93.03%	56	13.63%
碰	1300		13	65	0.009797%	617272	93.04%	42	10.22%
窮	1301		15	65	0.009797%	617337	93.05%	45	10.95%
粗	1302		11	65	0.009797%	617402	93.06%	44	10.71%
閉	1303		11	65	0.009797%	617467	93.07%	50	12.17%
儘	1304		16	64	0.009646%	617531	93.08%	52	12.65%
冒	1305		9	64	0.009646%	617595	93.09%	47	11.44%
域	1306		11	64	0.009646%	617659	93.10%	37	9.00%
娘	1307		10	64	0.009646%	617723	93.11%	26	6.33%
敏	1308		11	64	0.009646%	617787	93.12%	42	10.22%
晨	1309		11	64	0.009646%	617851	93.13%	41	9.98%
祖	1310		9	64	0.009646%	617915	93.13%	45	10.95%
荒	1311		10	64	0.009646%	617979	93.14%	33	8.03%
衡	1312		16	64	0.009646%	618043	93.15%	45	10.95%
覆	1313		18	64	0.009646%	618107	93.16%	44	10.71%
辭	1314		19	64	0.009646%	618171	93.17%	45	10.95%
返	1315		7	64	0.009646%	618235	93.18%	43	10.46%
閃	1316		10	64	0.009646%	618299	93.19%	36	8.76%
填	1317		13	63	0.009496%	618362	93.20%	30	7.30%
憲	1318		16	63	0.009496%	618425	93.21%	21	5.11%
櫃	1319		18	63	0.009496%	618488	93.22%	27	6.57%
泡	1320		8	63	0.009496%	618551	93.23%	29	7.06%
津	1321		9	63	0.009496%	618614	93.24%	32	7.79%
瓜	1322		5	63	0.009496%	618677	93.25%	24	5.84%
陰	1323		10	63	0.009496%	618740	93.26%	45	10.95%
飄	1324		20	63	0.009496%	618803	93.27%	38	9.25%
佈	1325		7	62	0.009345%	618865	93.28%	43	10.46%
援	1326		12	62	0.009345%	618927	93.29%	37	9.00%
旗	1327		14	62	0.009345%	618989	93.30%	32	7.79%
析	1328		8	62	0.009345%	619051	93.31%	49	11.92%
累	1329		11	62	0.009345%	619113	93.32%	43	10.46%
諾	1330		16	62	0.009345%	619175	93.32%	38	9.25%
貌	1331		14	62	0.009345%	619237	93.33%	45	10.95%
戴	1332		17	61	0.009194%	619298	93.34%	33	8.03%
抑	1333		7	61	0.009194%	619359	93.35%	46	11.19%
播	1334		15	61	0.009194%	619420	93.36%	47	11.44%
操	1335		16	61	0.009194%	619481	93.37%	45	10.95%
擠	1336		17	61	0.009194%	619542	93.38%	44	10.71%
槍	1337		14	61	0.009194%	619603	93.39%	21	5.11%
淨	1338		11	61	0.009194%	619664	93.40%	35	8.52%
稍	1339		12	61	0.009194%	619725	93.41%	53	12.90%
稿	1340		15	61	0.009194%	619786	93.42%	38	9.25%
裂	1341		12	61	0.009194%	619847	93.43%	45	10.95%
邀	1342		16	61	0.009194%	619908	93.44%	41	9.98%
彼	1343		8	60	0.009043%	619968	93.44%	48	11.68%
怨	1344		9	60	0.009043%	620028	93.45%	48	11.68%
憂	1345		15	60	0.009043%	620088	93.46%	45	10.95%
拒	1346		8	60	0.009043%	620148	93.47%	44	10.71%
沖	1347		7	60	0.009043%	620208	93.48%	42	10.22%
狂	1348		7	60	0.009043%	620268	93.49%	48	11.68%
融	1349		16	60	0.009043%	620328	93.50%	38	9.25%
謝	1350		17	60	0.009043%	620388	93.51%	35	8.52%
讚	1351		26	60	0.009043%	620448	93.52%	48	11.68%
伸	1352		7	59	0.008893%	620507	93.53%	42	10.22%
塵	1353		14	59	0.008893%	620566	93.53%	42	10.22%
姓	1354		8	59	0.008893%	620625	93.54%	41	9.98%
寒	1355		12	59	0.008893%	620684	93.55%	39	9.49%
徹	1356		14	59	0.008893%	620743	93.56%	49	11.92%
授	1357		11	59	0.008893%	620802	93.57%	34	8.27%
添	1358		11	59	0.008893%	620861	93.58%	45	10.95%
胸	1359		10	59	0.008893%	620920	93.59%	43	10.46%
藉	1360		18	59	0.008893%	620979	93.60%	54	13.14%
遙	1361		13	59	0.008893%	621038	93.61%	40	9.73%
酸	1362		14	59	0.008893%	621097	93.61%	34	8.27%
陪	1363		10	59	0.008893%	621156	93.62%	34	8.27%
丈	1364		3	58	0.008742%	621214	93.63%	38	9.25%
仙	1365		5	58	0.008742%	621272	93.64%	28	6.81%
儲	1366		17	58	0.008742%	621330	93.65%	27	6.57%
冰	1367		6	58	0.008742%	621388	93.66%	38	9.25%
劉	1368		15	58	0.008742%	621446	93.67%	26	6.33%
劍	1369		15	58	0.008742%	621504	93.68%	18	4.38%
厭	1370		14	58	0.008742%	621562	93.68%	43	10.46%
奶	1371		5	58	0.008742%	621620	93.69%	16	3.89%
潤	1372		15	58	0.008742%	621678	93.70%	36	8.76%
紹	1373		11	58	0.008742%	621736	93.71%	40	9.73%
脂	1374		10	58	0.008742%	621794	93.72%	19	4.62%
醉	1375		15	58	0.008742%	621852	93.73%	33	8.03%
閱	1376		15	58	0.008742%	621910	93.74%	29	7.06%
震	1377		15	58	0.008742%	621968	93.75%	46	11.19%
劣	1378		6	57	0.008591%	622025	93.75%	30	7.30%
勵	1379		17	57	0.008591%	622082	93.76%	47	11.44%
尖	1380		6	57	0.008591%	622139	93.77%	43	10.46%
悶	1381		12	57	0.008591%	622196	93.78%	33	8.03%
抹	1382		8	57	0.008591%	622253	93.79%	34	8.27%
炸	1383		9	57	0.008591%	622310	93.80%	33	8.03%
焦	1384		12	57	0.008591%	622367	93.81%	34	8.27%
爛	1385		21	57	0.008591%	622424	93.81%	44	10.71%
糊	1386		15	57	0.008591%	622481	93.82%	42	10.22%
郵	1387		11	57	0.008591%	622538	93.83%	17	4.14%
闊	1388		17	57	0.008591%	622595	93.84%	39	9.49%
雪	1389		11	57	0.008591%	622652	93.85%	31	7.54%
債	1390		13	56	0.008441%	622708	93.86%	23	5.60%
獎	1391		15	56	0.008441%	622764	93.87%	24	5.84%
尾	1392		7	56	0.008441%	622820	93.87%	40	9.73%
幽	1393		9	56	0.008441%	622876	93.88%	32	7.79%
延	1394		8	56	0.008441%	622932	93.89%	45	10.95%
斤	1395		4	56	0.008441%	622988	93.90%	15	3.65%
末	1396		5	56	0.008441%	623044	93.91%	45	10.95%
汗	1397		6	56	0.008441%	623100	93.92%	39	9.49%
洞	1398		9	56	0.008441%	623156	93.92%	26	6.33%
盈	1399		9	56	0.008441%	623212	93.93%	24	5.84%
秀	1400		7	56	0.008441%	623268	93.94%	42	10.22%
籌	1401		20	56	0.008441%	623324	93.95%	39	9.49%
顏	1402		18	56	0.008441%	623380	93.96%	40	9.73%
乃	1403		2	55	0.00829%	623435	93.97%	42	10.22%
儀	1404		15	55	0.00829%	623490	93.98%	37	9.00%
吳	1405		7	55	0.00829%	623545	93.98%	24	5.84%
坦	1406		8	55	0.00829%	623600	93.99%	41	9.98%
宮	1407		10	55	0.00829%	623655	94.00%	28	6.81%
廈	1408		13	55	0.00829%	623710	94.01%	25	6.08%
插	1409		12	55	0.00829%	623765	94.02%	38	9.25%
殘	1410		12	55	0.00829%	623820	94.02%	41	9.98%
牽	1411		11	55	0.00829%	623875	94.03%	43	10.46%
璃	1412		15	55	0.00829%	623930	94.04%	34	8.27%
癌	1413		17	55	0.00829%	623985	94.05%	19	4.62%
眉	1414		9	55	0.00829%	624040	94.06%	39	9.49%
稀	1415		12	55	0.00829%	624095	94.07%	40	9.73%
謀	1416		16	55	0.00829%	624150	94.07%	36	8.76%
豪	1417		14	55	0.00829%	624205	94.08%	37	9.00%
違	1418		12	55	0.00829%	624260	94.09%	35	8.52%
鮑	1419		16	55	0.00829%	624315	94.10%	10	2.43%
偽	1420		11	54	0.008139%	624369	94.11%	19	4.62%
奈	1421		8	54	0.008139%	624423	94.12%	44	10.71%
奮	1422		16	54	0.008139%	624477	94.12%	42	10.22%
欠	1423		4	54	0.008139%	624531	94.13%	43	10.46%
毒	1424		9	54	0.008139%	624585	94.14%	33	8.03%
池	1425		6	54	0.008139%	624639	94.15%	24	5.84%
湧	1426		12	54	0.008139%	624693	94.16%	41	9.98%
疏	1427		11	54	0.008139%	624747	94.16%	46	11.19%
絡	1428		12	54	0.008139%	624801	94.17%	44	10.71%
聖	1429		13	54	0.008139%	624855	94.18%	40	9.73%
袖	1430		10	54	0.008139%	624909	94.19%	36	8.76%
褲	1431		15	54	0.008139%	624963	94.20%	32	7.79%
貪	1432		11	54	0.008139%	625017	94.21%	27	6.57%
遭	1433		14	54	0.008139%	625071	94.21%	45	10.95%
仁	1434		4	53	0.007988%	625124	94.22%	30	7.30%
兼	1435		10	53	0.007988%	625177	94.23%	47	11.44%
劑	1436		16	53	0.007988%	625230	94.24%	25	6.08%
勇	1437		9	53	0.007988%	625283	94.25%	45	10.95%
嬰	1438		17	53	0.007988%	625336	94.25%	23	5.60%
曉	1439		16	53	0.007988%	625389	94.26%	39	9.49%
獄	1440		14	53	0.007988%	625442	94.27%	16	3.89%
珍	1441		9	53	0.007988%	625495	94.28%	38	9.25%
緒	1442		14	53	0.007988%	625548	94.29%	42	10.22%
齡	1443		20	53	0.007988%	625601	94.29%	39	9.49%
哲	1444		10	52	0.007838%	625653	94.30%	26	6.33%
妥	1445		7	52	0.007838%	625705	94.31%	35	8.52%
慕	1446		15	52	0.007838%	625757	94.32%	35	8.52%
慰	1447		15	52	0.007838%	625809	94.32%	40	9.73%
扣	1448		6	52	0.007838%	625861	94.33%	37	9.00%
搶	1449		13	52	0.007838%	625913	94.34%	42	10.22%
敦	1450		12	52	0.007838%	625965	94.35%	34	8.27%
沿	1451		8	52	0.007838%	626017	94.36%	39	9.49%
猶	1452		12	52	0.007838%	626069	94.36%	38	9.25%
網	1453		14	52	0.007838%	626121	94.37%	32	7.79%
蕩	1454		16	52	0.007838%	626173	94.38%	27	6.57%
賴	1455		16	52	0.007838%	626225	94.39%	40	9.73%
遷	1456		14	52	0.007838%	626277	94.40%	30	7.30%
鞋	1457		15	52	0.007838%	626329	94.40%	34	8.27%
鼻	1458		14	52	0.007838%	626381	94.41%	36	8.76%
仰	1459		6	51	0.007687%	626432	94.42%	34	8.27%
刀	1460		2	51	0.007687%	626483	94.43%	36	8.76%
埋	1461		10	51	0.007687%	626534	94.43%	38	9.25%
壯	1462		7	51	0.007687%	626585	94.44%	45	10.95%
怒	1463		9	51	0.007687%	626636	94.45%	34	8.27%
惱	1464		12	51	0.007687%	626687	94.46%	36	8.76%
搭	1465		13	51	0.007687%	626738	94.46%	37	9.00%
縱	1466		17	51	0.007687%	626789	94.47%	39	9.49%
艷	1467		24	51	0.007687%	626840	94.48%	30	7.30%
魂	1468		14	51	0.007687%	626891	94.49%	31	7.54%
側	1469		11	50	0.007536%	626941	94.50%	38	9.25%
冊	1470		5	50	0.007536%	626991	94.50%	24	5.84%
吐	1471		6	50	0.007536%	627041	94.51%	33	8.03%
壁	1472		16	50	0.007536%	627091	94.52%	30	7.30%
妨	1473		7	50	0.007536%	627141	94.53%	40	9.73%
峰	1474		10	50	0.007536%	627191	94.53%	27	6.57%
廚	1475		15	50	0.007536%	627241	94.54%	20	4.87%
彤	1476		7	50	0.007536%	627291	94.55%	6	1.46%
恩	1477		10	50	0.007536%	627341	94.56%	37	9.00%
拾	1478		9	50	0.007536%	627391	94.56%	35	8.52%
椅	1479		12	50	0.007536%	627441	94.57%	30	7.30%
殖	1480		12	50	0.007536%	627491	94.58%	23	5.60%
玻	1481		9	50	0.007536%	627541	94.59%	32	7.79%
纏	1482		21	50	0.007536%	627591	94.59%	38	9.25%
肚	1483		7	50	0.007536%	627641	94.60%	32	7.79%
蒙	1484		14	50	0.007536%	627691	94.61%	33	8.03%
貧	1485		11	50	0.007536%	627741	94.62%	33	8.03%
輛	1486		15	50	0.007536%	627791	94.62%	28	6.81%
駛	1487		15	50	0.007536%	627841	94.63%	26	6.33%
唔	1488		10	49	0.007385%	627890	94.64%	22	5.35%
培	1489		11	49	0.007385%	627939	94.65%	34	8.27%
宇	1490		6	49	0.007385%	627988	94.65%	25	6.08%
巳	1491		3	49	0.007385%	628037	94.66%	14	3.41%
恒	1492		9	49	0.007385%	628086	94.67%	26	6.33%
慘	1493		14	49	0.007385%	628135	94.68%	41	9.98%
托	1494		6	49	0.007385%	628184	94.68%	33	8.03%
瓶	1495		11	49	0.007385%	628233	94.69%	26	6.33%
療	1496		17	49	0.007385%	628282	94.70%	24	5.84%
糖	1497		16	49	0.007385%	628331	94.70%	27	6.57%
肩	1498		8	49	0.007385%	628380	94.71%	34	8.27%
誌	1499		14	49	0.007385%	628429	94.72%	35	8.52%
豈	1500		10	49	0.007385%	628478	94.73%	42	10.22%
駕	1501		15	49	0.007385%	628527	94.73%	25	6.08%
魯	1502		15	49	0.007385%	628576	94.74%	27	6.57%
鳥	1503		11	49	0.007385%	628625	94.75%	22	5.35%
剩	1504		12	48	0.007235%	628673	94.76%	39	9.49%
匈	1505		6	48	0.007235%	628721	94.76%	6	1.46%
卓	1506		8	48	0.007235%	628769	94.77%	19	4.62%
嚇	1507		17	48	0.007235%	628817	94.78%	33	8.03%
垂	1508		9	48	0.007235%	628865	94.79%	36	8.76%
忌	1509		7	48	0.007235%	628913	94.79%	33	8.03%
愁	1510		13	48	0.007235%	628961	94.80%	32	7.79%
拜	1511		9	48	0.007235%	629009	94.81%	35	8.52%
搬	1512		13	48	0.007235%	629057	94.81%	33	8.03%
敵	1513		15	48	0.007235%	629105	94.82%	35	8.52%
滑	1514		13	48	0.007235%	629153	94.83%	34	8.27%
礙	1515		19	48	0.007235%	629201	94.84%	37	9.00%
腰	1516		13	48	0.007235%	629249	94.84%	34	8.27%
跡	1517		13	48	0.007235%	629297	94.85%	45	10.95%
踢	1518		15	48	0.007235%	629345	94.86%	15	3.65%
酬	1519		13	48	0.007235%	629393	94.86%	27	6.57%
伏	1520		6	47	0.007084%	629440	94.87%	34	8.27%
併	1521		8	47	0.007084%	629487	94.88%	17	4.14%
倦	1522		10	47	0.007084%	629534	94.89%	34	8.27%
匆	1523		5	47	0.007084%	629581	94.89%	22	5.35%
娛	1524		10	47	0.007084%	629628	94.90%	29	7.06%
搏	1525		13	47	0.007084%	629675	94.91%	19	4.62%
淺	1526		11	47	0.007084%	629722	94.91%	33	8.03%
潔	1527		15	47	0.007084%	629769	94.92%	37	9.00%
烏	1528		10	47	0.007084%	629816	94.93%	23	5.60%
獻	1529		20	47	0.007084%	629863	94.94%	35	8.52%
腿	1530		14	47	0.007084%	629910	94.94%	31	7.54%
衫	1531		8	47	0.007084%	629957	94.95%	22	5.35%
覽	1532		21	47	0.007084%	630004	94.96%	22	5.35%
註	1533		12	47	0.007084%	630051	94.96%	28	6.81%
誕	1534		15	47	0.007084%	630098	94.97%	25	6.08%
貸	1535		12	47	0.007084%	630145	94.98%	26	6.33%
逃	1536		9	47	0.007084%	630192	94.99%	39	9.49%
隆	1537		11	47	0.007084%	630239	94.99%	19	4.62%
串	1538		7	46	0.006933%	630285	95.00%	34	8.27%
兄	1539		5	46	0.006933%	630331	95.01%	33	8.03%
呵	1540		8	46	0.006933%	630377	95.01%	25	6.08%
唉	1541		10	46	0.006933%	630423	95.02%	26	6.33%
嘛	1542		14	46	0.006933%	630469	95.03%	28	6.81%
廊	1543		12	46	0.006933%	630515	95.03%	20	4.87%
敬	1544		13	46	0.006933%	630561	95.04%	37	9.00%
毀	1545		13	46	0.006933%	630607	95.05%	35	8.52%
猛	1546		11	46	0.006933%	630653	95.05%	40	9.73%
磨	1547		16	46	0.006933%	630699	95.06%	39	9.49%
谷	1548		7	46	0.006933%	630745	95.07%	15	3.65%
頻	1549		16	46	0.006933%	630791	95.08%	27	6.57%
冠	1550		9	45	0.006783%	630836	95.08%	27	6.57%
卷	1551		8	45	0.006783%	630881	95.09%	31	7.54%
塗	1552		13	45	0.006783%	630926	95.10%	29	7.06%
徐	1553		10	45	0.006783%	630971	95.10%	24	5.84%
抓	1554		7	45	0.006783%	631016	95.11%	29	7.06%
溝	1555		13	45	0.006783%	631061	95.12%	31	7.54%
箱	1556		15	45	0.006783%	631106	95.12%	18	4.38%
詳	1557		13	45	0.006783%	631151	95.13%	39	9.49%
輯	1558		16	45	0.006783%	631196	95.14%	37	9.00%
飽	1559		13	45	0.006783%	631241	95.14%	35	8.52%
侵	1560		9	44	0.006632%	631285	95.15%	28	6.81%
削	1561		9	44	0.006632%	631329	95.16%	27	6.57%
勁	1562		9	44	0.006632%	631373	95.16%	38	9.25%
嘆	1563		14	44	0.006632%	631417	95.17%	34	8.27%
孫	1564		10	44	0.006632%	631461	95.18%	25	6.08%
寞	1565		14	44	0.006632%	631505	95.18%	27	6.57%
懶	1566		19	44	0.006632%	631549	95.19%	28	6.81%
戒	1567		7	44	0.006632%	631593	95.20%	19	4.62%
振	1568		10	44	0.006632%	631637	95.20%	21	5.11%
掩	1569		11	44	0.006632%	631681	95.21%	39	9.49%
捨	1570		11	44	0.006632%	631725	95.22%	37	9.00%
搜	1571		12	44	0.006632%	631769	95.22%	34	8.27%
朱	1572		6	44	0.006632%	631813	95.23%	28	6.81%
滅	1573		13	44	0.006632%	631857	95.24%	35	8.52%
澤	1574		16	44	0.006632%	631901	95.24%	25	6.08%
胞	1575		9	44	0.006632%	631945	95.25%	22	5.35%
逼	1576		12	44	0.006632%	631989	95.26%	40	9.73%
邦	1577		6	44	0.006632%	632033	95.26%	34	8.27%
鄭	1578		14	44	0.006632%	632077	95.27%	13	3.16%
采	1579		8	44	0.006632%	632121	95.28%	31	7.54%
鋪	1580		15	44	0.006632%	632165	95.28%	32	7.79%
亭	1581		9	43	0.006481%	632208	95.29%	15	3.65%
嘩	1582		15	43	0.006481%	632251	95.30%	30	7.30%
